Time,Symbol,Open,High,Low,Last,Change,%Chg,Volume
1/18/21,BAH,92.69,96.03,92.51,95.93,3.75,4.07%,625625
1/11/21,BAH,90.98,93.21,90.55,92.18,0.58,0.63%,763340
1/4/21,BAH,87.38,92.54,85.06,91.6,4.42,5.07%,1149140
12/28/20,BAH,87.93,88.21,85.88,87.18,-0.19,-0.22%,508000
12/21/20,BAH,88.69,89.18,86.49,87.37,-2.43,-2.71%,687025
12/14/20,BAH,88.31,91.21,87.73,89.8,2.03,2.31%,1290040
12/7/20,BAH,88.3,89.31,86.5,87.77,-0.66,-0.75%,627080
11/30/20,BAH,88.14,89.81,86.29,88.43,0.3,0.34%,702160
11/23/20,BAH,87.38,88.82,86.92,88.13,0.94,1.08%,438700
11/16/20,BAH,87.91,89.86,86.85,87.19,-0.39,-0.45%,731780
11/9/20,BAH,88.69,88.92,85.27,87.58,0.98,1.13%,710100
11/2/20,BAH,79.29,88.94,79,86.6,8.1,10.32%,952140
10/26/20,BAH,78.47,79.0812,74.32,78.5,-0.55,-0.70%,1027020
10/19/20,BAH,82.43,83.08,77.77,79.05,-3.2,-3.89%,579460
10/12/20,BAH,81.73,82.77,80.56,82.25,1.09,1.34%,717080
10/5/20,BAH,82.91,83.38,80.8,81.16,-1.69,-2.04%,1040400
9/28/20,BAH,85.64,86.285,81.54,82.85,-1.99,-2.35%,635520
9/21/20,BAH,83.97,87.79,82.52,84.84,0.19,0.22%,679960
9/14/20,BAH,84.67,85.5,83.56,84.65,0.63,0.75%,778480
9/7/20,BAH,84.03,86.72,82.01,84.02,-0.96,-1.13%,841000
8/31/20,BAH,88.77,89.445,83.54,84.98,-3.79,-4.27%,885760
8/24/20,BAH,86.89,89.285,85.88,88.77,2.45,2.84%,592500
8/17/20,BAH,86.58,87.07,85.4,86.32,-0.11,-0.13%,858400
8/10/20,BAH,84.11,86.955,83.92,86.43,1.76,2.08%,854240
8/3/20,BAH,82,84.89,80.85,84.67,2.91,3.56%,882420
7/27/20,BAH,74.48,81.87,73.89,81.76,7.42,9.98%,1030140
7/20/20,BAH,72.12,76.45,72,74.34,2.09,2.89%,871360
7/13/20,BAH,75.65,76.045,70.115,72.25,-3.06,-4.06%,1120300
7/6/20,BAH,80.06,80.5589,73.17,75.31,-4.25,-5.34%,1182820
6/29/20,BAH,74.53,80.779,74.49,79.56,5.17,6.95%,1036200
6/22/20,BAH,80.1,81.07,74.06,74.39,-5.4,-6.77%,998240
6/15/20,BAH,75.86,82.16,74.95,79.79,2.82,3.66%,1212020
6/8/20,BAH,79.73,82.22,75.63,76.97,-3.56,-4.42%,892040
6/1/20,BAH,79.48,81.05,78.36,80.53,0.77,0.97%,1057800
5/25/20,BAH,77.03,79.7972,74.335,79.76,3.95,5.21%,1437175
5/18/20,BAH,71.63,75.88,70.37,75.81,5.03,7.11%,1056140
5/11/20,BAH,72.8,73.99,68.3413,70.78,-2.2,-3.01%,1152020
5/4/20,BAH,71.72,75.23,71.6,72.98,0.53,0.73%,825000
4/27/20,BAH,76.65,79.46,70.79,72.45,-3.41,-4.50%,852860
4/20/20,BAH,76.34,76.71,73.09,75.86,-1.4,-1.81%,583420
4/13/20,BAH,73.87,77.48,71.36,77.26,3.01,4.05%,835780
4/6/20,BAH,71.3,76.77,70.6097,74.25,4.19,5.98%,1067425
3/30/20,BAH,68.81,72.0285,66.53,70.06,1.73,2.53%,1504760
3/23/20,BAH,57.63,70.06,54.37,68.33,10.38,17.91%,1796940
3/16/20,BAH,60.64,70.89,57.31,57.95,-12.04,-17.20%,2591900
3/9/20,BAH,72.88,74.77,64.52,69.99,-6.3,-8.26%,2408860
3/2/20,BAH,71.48,77.26,71.12,76.29,4.99,7.00%,2019380
2/24/20,BAH,71.23,73.5383,69.4,71.3,-1.84,-2.52%,2364080
2/17/20,BAH,76.65,78.24,72.71,73.14,-3.51,-4.58%,1187375
2/10/20,BAH,77.33,78.31,75.39,76.65,-0.78,-1.01%,960420
2/3/20,BAH,78.62,79.71,77.22,77.43,-0.61,-0.78%,1027060
1/27/20,BAH,76.65,82,76.2,78.04,0.08,0.10%,1179040
1/20/20,BAH,79.02,79.51,77.4,77.96,-1.44,-1.81%,1042375
1/13/20,BAH,77,79.975,76.8491,79.4,2.74,3.57%,953540
1/6/20,BAH,72.15,76.89,71.93,76.66,3.99,5.49%,1044440
12/30/19,BAH,70.95,73.1,70.265,72.67,1.74,2.45%,694325
12/23/19,BAH,71.88,72.27,70.48,70.93,-0.88,-1.23%,473300
12/16/19,BAH,70.62,71.89,69.54,71.81,1.25,1.77%,1312880
12/9/19,BAH,72,72.5,68.65,70.56,-1.54,-2.14%,1538440
12/2/19,BAH,72.65,73.595,71.22,72.1,-0.66,-0.91%,1274580
11/25/19,BAH,71.49,74.28,71.425,72.76,1.41,1.98%,3183200
11/18/19,BAH,73.6,74.48,70.87,71.35,-2.32,-3.15%,1180280
11/11/19,BAH,71.12,73.95,70.8,73.67,1.88,2.62%,869280
11/4/19,BAH,74.55,74.62,71.12,71.79,-2.49,-3.35%,1232280
10/28/19,BAH,68.58,74.96,68.09,74.28,5.9,8.63%,1339860
10/21/19,BAH,69.93,70.2,67.365,68.38,-1.55,-2.22%,823980
10/14/19,BAH,71.28,71.74,69.19,69.93,-1.55,-2.17%,668040
10/7/19,BAH,70.42,72.64,69.34,71.48,0.65,0.92%,985100
9/30/19,BAH,70.88,71.93,68.23,70.83,-0.05,-0.07%,937300
9/23/19,BAH,70.19,72.8,69.49,70.88,0.7,1.00%,1123780
9/16/19,BAH,69.48,73.5,69.34,70.18,0.7,1.01%,1277560
9/9/19,BAH,76.58,76.78,67.86,69.48,-7.1,-9.27%,1658080
9/2/19,BAH,75.06,78.01,74.9742,76.58,1.07,1.42%,830325
8/26/19,BAH,73.91,75.94,73.14,75.51,2.04,2.78%,928980
8/19/19,BAH,73.49,75.26,73.01,73.47,0.55,0.75%,824660
8/12/19,BAH,72.37,73.665,70.59,72.92,0.51,0.70%,798000
8/5/19,BAH,67.33,72.78,66.75,72.41,3.62,5.26%,1190820
7/29/19,BAH,70.67,71.92,68.02,68.79,-0.41,-0.59%,1452520
7/22/19,BAH,66.89,69.25,66.62,69.2,2.56,3.84%,857440
7/15/19,BAH,68.83,69,66.59,66.64,-2.18,-3.17%,766020
7/8/19,BAH,67.78,68.9099,66.64,68.82,0.84,1.24%,613220
7/1/19,BAH,66.79,67.98,66.3,67.98,1.77,2.67%,935875
6/24/19,BAH,66.35,66.69,65.24,66.21,0.11,0.17%,1306500
6/17/19,BAH,65.24,67,64.69,66.1,0.92,1.41%,947900
6/10/19,BAH,66.3,66.4689,64.4854,65.18,-0.87,-1.32%,679980
6/3/19,BAH,63.58,66.4,62.78,66.05,2.88,4.56%,973020
5/27/19,BAH,61.11,63.81,59.71,63.17,0.81,1.30%,1632100
5/20/19,BAH,60.72,62.65,60.69,62.36,1.18,1.93%,997460
5/13/19,BAH,60.43,61.67,59.63,61.18,-0.06,-0.10%,712260
5/6/19,BAH,59.04,61.51,58.63,61.24,1.34,2.24%,843020
4/29/19,BAH,58.96,60.27,58.4174,59.9,0.91,1.54%,715300
4/22/19,BAH,56.72,59.17,56.63,58.99,2.05,3.60%,825080
4/15/19,BAH,58.49,58.655,56.62,56.94,-1.63,-2.78%,851625
4/8/19,BAH,58.67,58.73,57.235,58.57,-0.03,-0.05%,861800
4/1/19,BAH,58.45,58.77,57.68,58.6,0.46,0.79%,852420
3/25/19,BAH,57.19,58.42,56.42,58.14,1.02,1.79%,874100
3/18/19,BAH,56.75,57.81,56.26,57.12,0.53,0.94%,1382040
3/11/19,BAH,53.59,56.63,53.5,56.59,3.27,6.13%,1819680
3/4/19,BAH,53.73,53.86,52.19,53.32,-0.2,-0.37%,968720
2/25/19,BAH,54.27,54.45,52.58,53.52,-0.59,-1.09%,1091520
2/18/19,BAH,53.67,54.42,53.19,54.11,0.31,0.58%,893750
2/11/19,BAH,54.5,54.74,53.13,53.8,-0.65,-1.19%,1105360
2/4/19,BAH,52,54.46,51.26,54.45,2.86,5.54%,1133080
1/28/19,BAH,48.08,53,47.58,51.59,3.24,6.70%,1236600
1/21/19,BAH,47.33,48.495,46.92,48.35,0.76,1.60%,748125
1/14/19,BAH,46.24,48.15,45.91,47.59,0.89,1.91%,960680
1/7/19,BAH,45.77,46.73,45.17,46.7,0.94,2.05%,1294700
12/31/18,BAH,45.13,46.08,43.67,45.76,0.76,1.69%,1318400
12/24/18,BAH,44.13,45.45,43.24,45,0.23,0.51%,870100
12/17/18,BAH,48.88,48.9,44.35,44.77,-4.35,-8.86%,1430260
12/10/18,BAH,48.75,51.12,48.515,49.12,0.54,1.11%,1004500
12/3/18,BAH,51.94,52.19,48.42,48.58,-2.73,-5.32%,1679900
11/26/18,BAH,51.58,52.01,50.53,51.31,0.26,0.51%,1145900
11/19/18,BAH,52.63,52.88,50.66,51.05,-1.67,-3.17%,804175
11/12/18,BAH,51.32,52.81,50.92,52.72,1.31,2.55%,1588160
11/5/18,BAH,47.54,51.49,47.27,51.41,3.61,7.55%,1426580
10/29/18,BAH,48.25,50.39,47.215,47.8,0.98,2.09%,1594600
10/22/18,BAH,49.22,49.615,46.47,46.82,-2.2,-4.49%,1161560
10/15/18,BAH,47.73,49.39,47.46,49.02,1.32,2.77%,787360
10/8/18,BAH,49.43,49.87,47.135,47.7,-1.84,-3.71%,957900
10/1/18,BAH,49.83,49.93,48.88,49.54,-0.09,-0.18%,965540
9/24/18,BAH,49.49,50.45,49.33,49.63,0.06,0.12%,895440
9/17/18,BAH,52.56,52.56,49.24,49.57,-2.84,-5.42%,1388280
9/10/18,BAH,52.32,52.5,51.16,52.41,0.3,0.58%,802120
9/3/18,BAH,51.12,52.54,50.87,52.11,0.95,1.86%,773450
8/27/18,BAH,50.48,51.45,50.37,51.16,0.81,1.61%,760260
8/20/18,BAH,49.73,50.72,49.42,50.35,0.61,1.23%,702320
8/13/18,BAH,48.97,49.79,48.82,49.74,0.61,1.24%,626920
8/6/18,BAH,47.72,49.63,47.63,49.13,1.41,2.95%,1187500
